,Children in HHS Care,Net Pressure,Lag_1,Lag_7,Lag_14,Rolling_7,Rolling_14,DayOfWeek
2025-11-08,2264.0,-10.0,2264.0,2287.0,2266.0,2268.5714285714284,2276.0714285714284,5
2025-11-09,2294.0,1.0,2264.0,2277.0,2276.0,2271.0,2277.3571428571427,6
2025-11-10,2294.0,1.0,2294.0,2269.0,2282.0,2274.5714285714284,2278.214285714286,0
2025-11-11,2294.0,-2.0,2294.0,2270.0,2286.0,2278.0,2278.785714285714,1
2025-11-12,2302.0,13.0,2294.0,2272.0,2280.0,2282.285714285714,2280.3571428571427,2
2025-11-13,2317.0,11.0,2302.0,2264.0,2287.0,2289.8571428571427,2282.5,3
2025-11-14,2317.0,11.0,2317.0,2264.0,2287.0,2297.4285714285716,2284.6428571428573,4
2025-11-15,2317.0,11.0,2317.0,2264.0,2287.0,2305.0,2286.785714285714,5
2025-11-16,2340.0,-2.0,2317.0,2294.0,2277.0,2311.5714285714284,2291.285714285714,6
2025-11-17,2343.0,-2.0,2340.0,2294.0,2269.0,2318.5714285714284,2296.5714285714284,0
2025-11-18,2345.0,-4.0,2343.0,2294.0,2270.0,2325.8571428571427,2301.9285714285716,1
2025-11-19,2340.0,-7.0,2345.0,2302.0,2272.0,2331.285714285714,2306.785714285714,2
2025-11-20,2340.0,-1.0,2340.0,2317.0,2264.0,2334.5714285714284,2312.214285714286,3
2025-11-21,2340.0,-1.0,2340.0,2317.0,2264.0,2337.8571428571427,2317.6428571428573,4
2025-11-22,2340.0,-1.0,2340.0,2317.0,2264.0,2341.1428571428573,2323.0714285714284,5
2025-11-23,2375.0,21.0,2340.0,2340.0,2294.0,2346.1428571428573,2328.8571428571427,6
2025-11-24,2371.0,-4.0,2375.0,2343.0,2294.0,2350.1428571428573,2334.3571428571427,0
2025-11-25,2375.0,3.0,2371.0,2345.0,2294.0,2354.4285714285716,2340.1428571428573,1
2025-11-26,2375.0,3.0,2375.0,2340.0,2302.0,2359.4285714285716,2345.3571428571427,2
2025-11-27,2389.0,1.0,2375.0,2340.0,2317.0,2366.4285714285716,2350.5,3
2025-11-28,2389.0,1.0,2389.0,2340.0,2317.0,2373.4285714285716,2355.6428571428573,4
2025-11-29,2389.0,1.0,2389.0,2340.0,2317.0,2380.4285714285716,2360.785714285714,5
2025-11-30,2415.0,10.0,2389.0,2375.0,2340.0,2386.1428571428573,2366.1428571428573,6
2025-12-01,2410.0,-5.0,2415.0,2371.0,2343.0,2391.714285714286,2370.9285714285716,0
2025-12-02,2407.0,-2.0,2410.0,2375.0,2345.0,2396.285714285714,2375.3571428571427,1
2025-12-03,2419.0,1.0,2407.0,2375.0,2340.0,2402.5714285714284,2381.0,2
2025-12-04,2418.0,-6.0,2419.0,2389.0,2340.0,2406.714285714286,2386.5714285714284,3
2025-12-05,2418.0,-6.0,2418.0,2389.0,2340.0,2410.8571428571427,2392.1428571428573,4
2025-12-06,2418.0,-6.0,2418.0,2389.0,2340.0,2415.0,2397.714285714286,5
2025-12-07,2429.0,1.0,2418.0,2415.0,2375.0,2417.0,2401.5714285714284,6
2025-12-08,2440.0,5.0,2429.0,2410.0,2371.0,2421.285714285714,2406.5,0
2025-12-09,2443.0,-1.0,2440.0,2407.0,2375.0,2426.4285714285716,2411.3571428571427,1
2025-12-10,2439.0,-4.0,2443.0,2419.0,2375.0,2429.285714285714,2415.9285714285716,2
2025-12-11,2437.0,-1.0,2439.0,2418.0,2389.0,2432.0,2419.3571428571427,3
2025-12-12,2437.0,-1.0,2437.0,2418.0,2389.0,2434.714285714286,2422.785714285714,4
2025-12-13,2437.0,-1.0,2437.0,2418.0,2389.0,2437.4285714285716,2426.214285714286,5
2025-12-14,2462.0,-4.0,2437.0,2429.0,2415.0,2442.1428571428573,2429.5714285714284,6
2025-12-15,2470.0,2.0,2462.0,2440.0,2410.0,2446.4285714285716,2433.8571428571427,0
2025-12-16,2468.0,6.0,2470.0,2443.0,2407.0,2450.0,2438.214285714286,1
2025-12-17,2481.0,1.0,2468.0,2439.0,2419.0,2456.0,2442.6428571428573,2
2025-12-18,2472.0,-10.0,2481.0,2437.0,2418.0,2461.0,2446.5,3
2025-12-19,2472.0,-10.0,2472.0,2437.0,2418.0,2466.0,2450.3571428571427,4
2025-12-20,2472.0,-10.0,2472.0,2437.0,2418.0,2471.0,2454.214285714286,5
2025-12-21,2484.0,-3.0,2472.0,2462.0,2429.0,2474.1428571428573,2458.1428571428573,6
